CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Satisfaction Score,Card Type,Point Earned
740,France,Male,36,7,0,1,1,1,13177.4,5,SILVER,466
502,Germany,Female,57,3,101465.31,1,1,0,43568.31,5,SILVER,882
733,France,Male,48,5,0,1,0,1,117830.57,1,DIAMOND,674
755,Germany,Female,37,0,113865.23,2,1,1,117396.25,3,GOLD,589
554,Spain,Female,46,7,87603.35,3,0,1,96929.24,4,PLATINUM,818
534,France,Male,36,4,120037.96,1,1,0,36275.94,4,PLATINUM,488
656,Spain,Male,33,4,0,2,1,0,116706,4,SILVER,994
575,Germany,Male,49,7,121205.15,4,1,1,168080.53,2,DIAMOND,227
480,Spain,Male,47,8,75408.33,1,1,0,25887.89,4,SILVER,556
575,France,Male,40,5,0,2,1,1,122488.59,3,PLATINUM,251
672,France,Female,40,3,0,1,1,0,113171.61,5,GOLD,755
758,Spain,Female,35,5,0,2,0,0,100365.51,1,DIAMOND,833
682,France,Male,50,6,121818.84,2,0,1,124151.37,1,SILVER,813
501,France,Female,29,8,0,2,1,0,112664.24,5,SILVER,222
746,Germany,Male,34,6,141806,2,1,1,183494.87,3,SILVER,236
556,France,Female,51,8,61354.14,1,1,0,198810.65,4,GOLD,647
823,Germany,Female,53,4,124954.94,1,0,1,131259.6,1,DIAMOND,242
491,Germany,Female,68,1,95039.12,1,0,1,116471.14,5,SILVER,897
638,France,Female,29,9,103417.74,1,1,1,15336.4,4,SILVER,492
734,France,Male,45,2,0,2,1,0,99593.28,5,GOLD,321
555,France,Male,40,10,43028.77,1,1,0,170514.21,2,GOLD,997
745,Germany,Female,44,0,119638.21,1,1,1,34265.08,3,SILVER,660
728,France,Male,37,3,122689.51,2,0,0,106977.53,4,GOLD,950
626,France,Male,44,10,0,2,0,0,164287.86,4,GOLD,627
681,Germany,Male,37,8,73179.34,2,1,1,25292.53,4,GOLD,242
478,France,Female,38,4,171913.87,1,1,0,51820.87,5,DIAMOND,551
709,France,Male,38,5,0,2,1,1,81452.29,1,DIAMOND,649
562,Germany,Male,33,8,92659.2,2,1,0,1354.25,2,GOLD,374
769,Germany,Female,34,7,137239.17,1,1,1,71379.92,2,SILVER,485
684,Germany,Female,46,3,102955.14,2,1,0,154137.33,2,PLATINUM,986
536,France,Female,61,8,65190.29,1,1,1,64308.49,2,DIAMOND,390
631,Germany,Female,29,2,96863.52,2,1,1,31613.35,3,DIAMOND,958
657,Spain,Male,34,5,154983.98,1,1,0,27738.01,2,PLATINUM,762
699,Germany,Male,59,3,106819.65,1,0,1,163570.25,5,SILVER,557
606,Spain,Male,38,7,128578.52,1,1,1,193878.51,4,SILVER,260
612,France,Female,63,2,126473.33,1,0,1,147545.65,5,DIAMOND,633
660,France,Female,38,5,110570.78,2,1,0,195906.59,1,SILVER,472
829,Spain,Male,50,7,0,2,0,1,178458.86,2,SILVER,332
567,Spain,Male,29,8,0,2,1,0,156125.72,3,GOLD,914
850,France,Female,33,3,0,2,1,1,11159.19,4,SILVER,566
712,Spain,Female,44,2,0,2,0,0,45738.94,5,PLATINUM,334
562,France,Male,30,3,111099.79,2,0,0,140650.19,1,GOLD,370
755,France,Female,29,3,0,3,1,0,4733.94,1,SILVER,328
793,Spain,Male,25,3,100913.57,1,0,0,10579.72,5,SILVER,793
471,Spain,Male,26,8,0,2,1,1,179655.87,4,GOLD,388
707,France,Male,42,2,16893.59,1,1,1,77502.56,3,GOLD,855
784,Spain,Male,38,10,122267.85,1,0,0,145759.93,5,PLATINUM,510
703,France,Male,32,1,125685.79,1,1,1,56246.72,4,DIAMOND,960
704,Spain,Male,36,8,127397.34,1,1,0,151335.24,1,DIAMOND,555
662,France,Male,38,0,105271.56,1,0,1,179833.45,1,GOLD,539
636,Germany,Female,28,2,115265.14,1,0,0,191627.85,1,DIAMOND,404
640,Spain,Male,36,4,0,1,0,0,173016.46,4,SILVER,362
739,Spain,Male,31,1,0,2,1,1,58469.75,1,GOLD,252
767,Germany,Male,23,2,139542.82,1,0,1,28038.28,3,DIAMOND,347
753,Germany,Female,46,3,111512.75,3,1,0,159576.75,1,DIAMOND,642
714,France,Male,37,9,148466.93,2,0,1,151280.96,3,SILVER,936
707,France,Male,29,4,0,2,1,0,139953.94,4,GOLD,565
577,France,Female,35,4,108155.49,1,1,0,105407.79,1,PLATINUM,565
633,France,Female,42,1,0,2,1,0,56865.62,2,SILVER,930
849,Germany,Male,41,10,84622.13,1,1,1,198072.16,2,PLATINUM,901
614,Spain,Female,41,7,146997.64,2,0,0,137791.18,5,PLATINUM,524
558,France,Female,47,9,0,2,1,0,103787.28,2,PLATINUM,251
832,France,Female,27,10,98590.25,1,1,0,30912.89,1,SILVER,726
567,France,Female,26,2,0,2,1,1,78651.55,2,PLATINUM,387
587,Germany,Female,45,8,134980.74,1,1,1,123309.57,1,SILVER,314
712,Spain,Female,79,5,108078.56,1,1,1,174118.93,2,GOLD,583
655,Spain,Female,29,9,0,2,0,1,85736.26,5,DIAMOND,686
641,France,Female,42,6,0,2,0,0,121138.77,2,PLATINUM,697
676,France,Male,35,5,106836.67,2,1,0,84199.78,3,DIAMOND,871
472,France,Male,29,8,102490.27,1,0,1,181224.56,4,SILVER,812
644,Germany,Male,34,9,112746.54,2,0,0,141230.07,3,DIAMOND,615
598,France,Male,38,0,125487.89,1,0,0,158111.71,5,DIAMOND,355
792,Spain,Male,25,8,142862.21,1,1,1,130639.01,5,PLATINUM,298
700,France,Female,37,7,0,2,1,0,17040.82,3,DIAMOND,341
616,France,Male,34,10,0,2,1,0,25662.27,4,SILVER,279
743,Spain,Male,35,6,79388.33,1,1,1,193360.69,3,DIAMOND,585
427,France,Male,37,5,0,2,1,1,121485.1,2,PLATINUM,869
731,France,Male,29,10,0,2,1,1,162452.65,4,SILVER,251
610,France,Female,31,6,107784.65,1,1,1,141137.53,4,PLATINUM,998
724,Spain,Female,41,4,142880.28,3,0,0,185541.2,5,SILVER,905
653,Spain,Female,38,9,149571.94,1,1,0,118383.18,1,SILVER,896
774,France,Male,49,1,142767.39,1,1,1,8214.41,1,SILVER,572
547,Germany,Male,49,8,121537.71,2,1,0,46521.45,2,DIAMOND,227
719,Spain,Male,50,2,0,2,0,0,10772.13,4,PLATINUM,930
740,Spain,Male,43,9,0,1,1,0,199290.68,4,PLATINUM,891
543,France,Male,42,4,89838.71,3,1,0,85983.54,3,DIAMOND,660
688,Germany,Male,45,9,103399.87,1,0,0,129870.93,1,PLATINUM,632
474,France,Female,30,9,0,2,0,0,63158.22,1,PLATINUM,894
505,Germany,Male,43,5,136855.94,2,1,0,171070.52,1,SILVER,650
688,France,Female,39,0,0,2,1,0,53222.15,5,GOLD,765
650,Germany,Female,55,2,140891.46,3,1,1,179834.45,5,PLATINUM,526
610,France,Male,37,0,0,1,1,0,114514.64,5,PLATINUM,728
705,Spain,Female,46,5,89364.91,1,0,1,139162.15,4,GOLD,336
669,France,Female,29,7,146011.4,1,0,0,50249.16,1,DIAMOND,381
650,Spain,Male,20,8,0,2,1,1,113469.65,4,PLATINUM,776
550,Germany,Male,29,9,145294.08,2,1,0,147484.13,3,SILVER,872
595,Germany,Female,45,9,106000.12,1,0,0,191448.96,1,PLATINUM,470
572,Spain,Female,26,5,0,2,1,0,119381.41,2,SILVER,502
622,Spain,Female,58,2,0,2,1,1,33277.31,5,PLATINUM,746
662,Spain,Male,20,9,104508.77,2,0,0,73107.53,5,DIAMOND,944
783,Germany,Female,58,3,127539.3,1,1,1,96590.39,5,SILVER,270
714,Spain,Male,44,7,0,1,0,1,6923.11,2,DIAMOND,902
671,Germany,Male,51,3,96891.46,1,1,0,176403.33,3,PLATINUM,654
600,France,Female,32,1,78535.25,1,1,0,64349.6,4,PLATINUM,729
847,Spain,Female,37,9,112712.17,1,1,0,116097.26,1,GOLD,355
650,Spain,Male,55,9,119618.42,1,1,1,29861.13,4,GOLD,405
710,Spain,Female,28,6,0,1,1,0,48426.98,3,GOLD,406
682,France,Female,33,8,74963.5,1,1,1,32770.56,4,DIAMOND,359
642,France,Male,26,1,138023.79,2,0,1,117060.2,3,GOLD,794
536,Spain,Female,28,4,0,1,1,1,136197.65,1,PLATINUM,937
754,France,Female,47,1,185513.67,1,1,0,27438.83,4,DIAMOND,472
678,France,Male,60,8,185648.56,1,0,0,192156.54,2,PLATINUM,508
533,Germany,Female,49,1,102286.6,3,1,0,69409.37,1,SILVER,930
741,Germany,Male,38,4,128015.83,1,1,0,58440.43,2,GOLD,792
757,France,Male,31,10,39539.39,2,0,0,192519.39,5,GOLD,799
721,France,Male,40,3,0,1,1,1,144874.67,1,SILVER,391
700,France,Male,37,3,77608.46,2,1,1,175373.46,1,SILVER,389
663,France,Male,26,5,141462.13,1,1,0,440.2,5,SILVER,940
677,Spain,Female,35,0,0,2,0,0,76637.38,4,SILVER,889
655,France,Male,27,2,131691.33,1,1,0,49480.66,1,DIAMOND,411
832,Spain,Male,29,8,93833.86,1,0,1,10417.87,2,GOLD,294
721,Spain,Female,46,7,137933.39,1,1,1,67976.57,4,GOLD,249
542,Spain,Male,54,8,105770.14,1,0,1,140929.98,4,DIAMOND,780
654,Spain,Female,54,5,0,2,0,1,47139.06,3,SILVER,613
821,Spain,Female,38,8,0,2,0,1,126241.4,2,PLATINUM,974
508,France,Female,38,3,166328.65,2,0,1,22614.19,3,DIAMOND,789
588,Germany,Female,42,2,164307.77,1,1,0,48498.19,3,PLATINUM,238
691,Germany,Male,38,9,163965.69,2,0,1,103511.26,3,GOLD,801
664,France,Male,40,7,125608.72,1,1,0,122073.48,2,PLATINUM,458
439,France,Female,66,9,0,1,1,0,65535.56,1,SILVER,764
479,Spain,Male,37,6,118433.94,1,0,1,160060.9,2,GOLD,956
850,France,Female,55,10,98488.08,1,1,0,155879.57,4,SILVER,814
518,France,Male,40,4,0,2,0,1,194416.58,1,PLATINUM,478
717,Germany,Female,64,10,98362.35,2,1,1,21630.21,1,SILVER,682
698,France,Female,51,6,144237.91,4,1,0,157143.61,4,GOLD,915
850,France,Male,34,6,0,1,0,1,52796.31,3,GOLD,831
700,Spain,Male,47,4,0,1,1,0,121798.52,2,GOLD,810
626,France,Female,29,4,105767.28,2,0,0,41104.82,1,PLATINUM,838
774,Spain,Male,32,9,0,2,1,0,10604.48,3,DIAMOND,752
719,Spain,Female,48,5,0,2,0,0,78563.66,4,GOLD,922
646,Spain,Male,31,2,0,1,1,1,170821.43,4,DIAMOND,350
485,France,Female,25,3,134467.26,1,1,1,113266.09,2,PLATINUM,734
784,Germany,Male,38,1,138515.02,1,1,1,171768.76,2,PLATINUM,942
850,Germany,Male,32,2,128647.98,2,0,0,54416.18,2,SILVER,607
669,France,Female,38,9,121858.98,1,1,0,130755.34,2,DIAMOND,981
731,Spain,Male,70,3,0,2,1,1,141180.66,2,DIAMOND,409
721,France,Female,49,1,120108.56,1,0,1,183421.76,4,SILVER,970
515,France,Female,37,0,196853.62,1,1,1,132770.11,3,PLATINUM,644
774,France,Female,35,3,121418.62,1,1,1,24400.37,4,DIAMOND,981
585,Spain,Male,36,10,0,2,1,1,180318.6,3,SILVER,722
695,France,Female,29,9,0,2,1,0,111565.45,2,DIAMOND,903
729,Germany,Female,42,4,97495.8,2,0,0,2002.5,3,GOLD,583
713,France,Female,42,3,0,2,0,0,82565.01,2,SILVER,521
555,Spain,Male,33,5,127343.4,1,0,1,121789.3,1,PLATINUM,311
699,Spain,Female,50,0,158633.61,1,1,0,193785.87,1,SILVER,835
587,France,Male,55,9,0,1,1,0,64593.07,1,GOLD,916
762,Spain,Female,69,9,183744.98,1,1,1,196993.69,3,DIAMOND,323
510,France,Male,44,6,0,2,1,1,175518.31,3,SILVER,736
842,Spain,Male,46,9,0,1,0,0,17268.02,1,SILVER,675
608,France,Male,31,7,79962.92,2,1,0,60901.72,4,SILVER,898
850,France,Female,36,10,0,2,1,1,100750.03,4,SILVER,795
642,France,Male,36,4,0,2,1,1,195224.91,2,PLATINUM,289
850,France,Male,33,7,140956.99,1,0,0,3510.18,2,PLATINUM,483
455,Spain,Female,43,6,0,1,1,1,81250.79,5,PLATINUM,885
726,France,Male,29,7,0,2,1,1,91844.14,4,DIAMOND,525
544,Spain,Male,30,8,145241.63,1,1,1,80676.83,1,DIAMOND,388
651,Germany,Male,31,7,138008.06,2,1,0,129912.74,3,DIAMOND,423
814,France,Female,31,4,0,2,1,1,142029.17,2,SILVER,321
537,France,Male,39,2,0,2,1,1,137651.6,2,SILVER,413
553,France,Male,37,2,0,2,1,0,33877.29,1,SILVER,461
800,Spain,Male,38,9,0,1,1,0,78744.39,2,DIAMOND,350
791,France,Male,34,7,0,2,1,0,96734.46,1,DIAMOND,802
699,Spain,Female,29,9,127570.93,2,1,0,164756.81,1,SILVER,901
756,France,Female,28,6,0,1,1,1,164394.65,2,SILVER,458
591,Spain,Female,27,5,107812.67,1,0,1,162501.83,2,SILVER,792
850,Germany,Male,22,7,91560.58,2,0,0,10541.38,1,GOLD,713
760,Germany,Male,34,6,121303.77,2,1,1,59325.21,4,SILVER,791
569,Spain,Male,43,8,161546.68,2,0,1,178187.28,2,PLATINUM,415
661,Spain,Female,35,5,128415.45,1,1,0,142626.49,5,SILVER,969
670,France,Female,31,2,57530.06,1,1,1,181893.31,1,PLATINUM,839
694,France,Male,38,1,0,2,0,1,156858.2,5,PLATINUM,918
728,France,Female,28,4,142243.54,2,1,0,33074.51,4,SILVER,903
764,Germany,Female,39,9,138341.51,1,1,0,50072.94,2,GOLD,699
639,France,Male,32,9,0,2,1,0,111340.36,4,GOLD,846
683,France,Female,30,2,0,2,0,1,100496.84,2,PLATINUM,526
663,Spain,Male,30,4,0,3,1,0,101371.05,1,DIAMOND,604
826,Spain,Male,41,5,146466.46,2,0,0,180934.67,3,GOLD,984
735,Spain,Male,36,5,0,2,1,0,105152.17,3,PLATINUM,259
682,France,Female,58,1,0,1,1,1,706.5,4,PLATINUM,709
663,France,Female,39,8,0,2,1,1,101168.9,5,SILVER,445
562,Spain,Female,29,9,120307.58,1,1,1,6795.61,1,DIAMOND,500
696,France,Male,27,4,87637.26,2,0,0,196111.35,5,GOLD,685
850,Spain,Male,38,2,94652.04,1,1,1,171960.76,3,PLATINUM,475
719,France,Female,22,7,114415.84,1,1,1,177497.4,2,GOLD,739
804,France,Female,71,8,0,2,0,1,147995.96,5,SILVER,455
604,France,Male,40,1,84315.02,1,0,0,36209.1,3,PLATINUM,885
782,Spain,Female,27,3,0,2,1,0,143614.01,3,DIAMOND,858
512,Germany,Male,42,9,93955.83,2,1,0,14828.54,5,PLATINUM,580
569,France,Male,36,1,67087.69,1,1,0,154775.7,5,PLATINUM,308
597,Germany,Female,22,6,101528.61,1,1,0,70529,2,SILVER,793
753,Germany,Male,30,1,110824.52,1,1,1,57896.27,3,DIAMOND,989
430,France,Female,33,8,0,1,1,1,69759.91,2,GOLD,936
756,France,Male,28,8,179960.2,1,1,0,89938.08,4,GOLD,372
493,France,Male,38,3,134006.77,1,1,0,89578.32,5,SILVER,520
777,Germany,Female,37,10,121532.17,2,1,1,73464.88,4,SILVER,440
779,Spain,Female,38,7,0,2,1,1,138542.87,4,GOLD,433
702,Spain,Female,38,2,0,1,1,1,161888.63,2,GOLD,364
551,France,Male,35,7,129717.3,2,0,0,86937.2,2,DIAMOND,942
749,Germany,Male,22,4,94762.16,2,1,1,42241.54,3,SILVER,392
742,Germany,Male,55,5,155196.17,1,0,1,121207.66,5,DIAMOND,862
752,Germany,Male,29,4,129514.99,1,1,1,102930.46,2,PLATINUM,449
740,Germany,Female,57,3,113386.36,2,1,1,65121.63,1,SILVER,970
576,France,Male,24,3,0,1,0,1,78498.04,2,SILVER,938
637,Spain,Male,43,3,172196.23,1,1,1,104769.96,4,GOLD,550
724,France,Male,28,5,97612.12,1,1,1,96498.14,2,DIAMOND,898
685,France,Male,20,4,104719.94,2,1,0,38691.34,5,DIAMOND,909
625,France,Female,38,7,0,1,1,0,164804.02,1,DIAMOND,480
571,Germany,Male,37,9,139592.98,3,1,0,104152.65,5,PLATINUM,923
584,Spain,Female,29,4,0,2,1,0,88866.92,3,DIAMOND,781
550,France,Female,22,7,139096.85,1,1,0,129890.94,4,DIAMOND,975
662,Spain,Female,72,7,140301.72,1,0,1,179258.67,4,DIAMOND,832
803,Spain,Male,43,3,0,1,1,0,72051.44,4,SILVER,351
615,France,Male,66,7,0,2,1,1,74580.8,1,PLATINUM,994
481,Spain,Male,39,1,111233.09,1,1,1,123995.15,3,PLATINUM,955
701,France,Male,23,3,0,2,1,0,38960.59,2,PLATINUM,253
751,France,Male,29,10,147737.63,1,0,1,94951.27,4,PLATINUM,298
675,France,Male,35,8,0,2,1,1,56642.97,3,PLATINUM,806
733,Germany,Male,40,5,125725.02,2,1,1,50783.1,3,DIAMOND,656
822,France,Male,38,6,128289.7,3,1,0,9149.96,3,DIAMOND,799
559,France,Female,46,5,0,1,1,0,21006.1,1,DIAMOND,486
731,Germany,Female,49,4,88826.07,1,1,1,33759.41,2,DIAMOND,489
678,France,Female,41,1,143443.61,1,1,0,196622.28,4,PLATINUM,407
645,France,Female,68,9,0,4,1,1,176353.87,4,GOLD,430
701,France,Male,29,2,0,2,1,0,176943.59,3,PLATINUM,225
554,Spain,Male,26,8,149134.46,1,1,1,177966.24,1,SILVER,631
723,France,Male,30,3,124119.54,1,1,0,162198.32,4,PLATINUM,945
766,Germany,Male,44,3,116822.7,1,0,0,197643.24,1,PLATINUM,544
597,France,Female,24,1,103219.47,1,1,0,60420.07,3,GOLD,827
574,France,Male,41,1,0,2,0,0,70550,3,SILVER,382
655,Germany,Female,40,0,81954.6,1,1,1,198798.44,3,SILVER,535
780,Germany,Female,37,10,95196.26,1,1,0,126310.39,3,PLATINUM,834
672,Spain,Male,43,5,0,2,1,1,64515.5,5,GOLD,784
717,France,Male,38,7,0,2,1,1,158580.05,4,SILVER,714
521,France,Female,32,2,136555.01,2,1,1,129353.21,1,DIAMOND,577
633,France,Male,59,5,0,1,1,1,137273.97,2,SILVER,532
669,France,Male,39,3,119452.03,1,1,1,171575.54,4,DIAMOND,784
740,France,Male,44,9,0,1,0,1,96528,2,DIAMOND,703
462,Germany,Female,24,9,69881.09,2,0,1,64421.02,3,SILVER,456
619,France,Male,39,5,0,2,1,1,158444.61,1,SILVER,527
665,France,Female,44,7,0,2,1,1,66548.58,3,GOLD,580
655,Spain,Female,27,9,0,2,0,0,108008.05,2,DIAMOND,730
463,Spain,Male,20,8,204223.03,1,1,0,128268.39,2,SILVER,983
799,France,Female,63,1,110314.21,2,1,0,37464,3,GOLD,982
713,Spain,Female,48,1,163760.82,1,0,0,157381.14,2,DIAMOND,239
807,Germany,Female,31,1,141069.18,3,1,1,194257.11,4,DIAMOND,374
728,France,Male,38,1,115934.74,1,1,1,139059.05,5,GOLD,672
582,France,Male,52,2,151457.88,1,0,1,40893.61,5,DIAMOND,889
704,Germany,Female,35,3,154206.07,2,1,1,40261.49,4,PLATINUM,634
714,France,Female,26,9,89928.99,1,1,0,46203.31,5,DIAMOND,675
628,France,Male,30,8,89182.09,1,1,1,13126.9,3,GOLD,228
809,Germany,Male,41,1,79706.25,2,1,0,165675.01,5,DIAMOND,464
547,Spain,Female,44,5,0,3,0,0,5459.07,1,DIAMOND,471
560,France,Female,27,5,0,2,1,0,131919.48,2,DIAMOND,563
811,France,Male,31,7,117799.28,1,1,1,182372.35,4,SILVER,885
584,France,Male,26,4,0,2,1,0,147600.54,2,SILVER,408
691,France,Male,28,1,0,2,0,0,92865.41,5,GOLD,569
680,Germany,Male,34,6,146422.22,1,1,0,67142.97,3,GOLD,870
588,Germany,Male,33,9,150186.22,2,1,1,65611.01,3,SILVER,485
721,Germany,Male,40,6,100275.88,1,1,0,138564.48,5,GOLD,889
850,France,Male,47,6,0,1,1,0,187391.02,3,DIAMOND,282
529,France,Male,32,9,147493.89,1,1,0,33656.35,4,PLATINUM,250
622,France,Male,43,8,0,2,1,0,100618.17,2,GOLD,650
683,France,Female,42,8,0,2,0,1,198134.9,1,PLATINUM,919
575,France,Male,29,4,121823.4,2,1,1,50368.87,4,PLATINUM,435
577,Spain,Female,40,1,0,2,1,1,108787,1,GOLD,530
510,Germany,Male,31,0,113688.63,1,1,0,33099.41,2,SILVER,788
652,Spain,Female,40,7,100471.34,1,1,1,124550.88,3,GOLD,840
569,Germany,Female,28,3,100032.52,1,1,0,5159.21,3,DIAMOND,683
687,Spain,Male,31,3,0,2,0,0,48228.1,2,PLATINUM,575
822,France,Male,32,8,116358,1,1,0,108798.36,4,DIAMOND,898
656,Germany,Female,23,4,163549.63,1,0,1,21085.12,4,DIAMOND,514
745,Germany,Male,51,3,99183.9,1,1,1,28922.25,5,SILVER,270
386,Spain,Female,53,1,131955.07,1,1,1,62514.65,5,GOLD,676
684,Spain,Female,41,1,134177.06,1,0,0,177506.66,1,PLATINUM,456
635,Spain,Female,38,1,0,2,1,0,90605.05,4,GOLD,399
582,France,Male,30,2,0,2,1,1,132029.95,2,GOLD,276
613,Spain,Male,19,5,0,1,1,1,176903.35,1,SILVER,327
795,Germany,Female,56,9,94348.94,1,1,0,29239.29,1,PLATINUM,414
659,France,Female,32,2,155584.21,1,0,1,153662.88,5,PLATINUM,313
745,France,Female,28,6,0,2,1,0,154389.18,4,SILVER,649
604,Spain,Female,41,10,0,2,1,1,166224.39,2,DIAMOND,876
509,Germany,Male,32,9,170661.47,1,1,1,21646.2,4,SILVER,994
706,Germany,Female,29,6,185544.36,1,1,0,171037.63,2,GOLD,546
619,Spain,Female,44,6,52831.13,1,1,1,112649.22,3,SILVER,245
572,Germany,Male,51,8,97750.07,3,1,1,193014.26,2,PLATINUM,740
695,France,Male,36,6,114007.5,2,1,0,118120.88,1,DIAMOND,533
543,France,Female,71,1,104308.77,1,1,1,25650.04,5,DIAMOND,710
640,France,Female,33,6,84719.13,2,1,1,113048.79,3,SILVER,853
672,France,Male,39,2,0,2,1,0,87372.49,3,DIAMOND,425
701,France,Male,39,9,140236.98,1,0,1,146651.99,2,PLATINUM,342
634,Spain,Male,25,9,0,2,1,1,8227.91,2,GOLD,730
531,Spain,Female,42,6,75302.85,2,0,0,57034.35,1,PLATINUM,505
699,France,Male,27,1,0,2,1,0,93003.21,5,PLATINUM,476
605,France,Female,51,9,104760.82,1,1,1,165574.54,1,PLATINUM,675
534,France,Female,49,7,0,1,1,0,13566.48,4,DIAMOND,921
449,Spain,Female,31,1,113693,1,0,0,82796.29,1,GOLD,395
684,Spain,Female,36,5,174180.39,1,1,0,119830.08,1,DIAMOND,364
622,Germany,Male,42,9,115766.26,1,0,0,72155.85,3,PLATINUM,483
714,France,Female,40,0,0,2,1,0,62762.12,1,SILVER,970
712,Spain,Female,48,8,0,2,1,0,183235.33,2,SILVER,923
783,France,Female,72,5,121215.9,2,1,1,105206.48,3,GOLD,509
743,Germany,Male,45,10,144677.19,3,1,0,22512.44,3,GOLD,471
683,France,Male,36,5,115350.63,1,1,1,122305.91,5,DIAMOND,398
654,Spain,Male,40,5,105683.63,1,1,0,173617.09,5,DIAMOND,250
700,France,Male,37,1,135179.49,1,1,0,160670.37,3,SILVER,700
744,Spain,Male,31,0,117551.23,1,1,0,158958.9,3,PLATINUM,633
645,Germany,Male,25,1,157404.02,2,1,0,93073.04,4,DIAMOND,855
525,Spain,Male,36,3,77910.23,1,1,0,67238.01,3,SILVER,976
732,France,Male,25,0,110942.9,1,0,0,172576.56,3,SILVER,845
721,France,Female,40,7,0,2,1,1,122580.48,4,PLATINUM,351
622,France,Male,32,5,179305.09,1,1,1,149043.78,4,GOLD,383
654,Germany,Male,31,5,150593.59,2,1,1,105218.45,2,DIAMOND,937
529,France,Female,43,0,123815.86,1,1,1,78463.99,5,DIAMOND,703
720,Spain,Female,59,6,0,2,1,1,160849.43,3,DIAMOND,521
850,Germany,Female,25,8,69385.17,2,1,0,87834.24,4,SILVER,722
667,Germany,Male,27,2,138032.15,1,1,0,166317.71,2,GOLD,904
620,France,Male,41,3,0,2,1,1,137309.06,2,PLATINUM,725
616,France,Male,29,9,0,1,1,1,166984.44,2,PLATINUM,310
637,Germany,Female,46,2,143500.82,1,1,0,166996.46,2,DIAMOND,372
710,Spain,Female,29,3,119670.18,1,1,0,188022.44,4,DIAMOND,913
717,Spain,Male,33,1,99106.73,1,0,0,194467.23,2,GOLD,294
786,Germany,Male,24,2,120135.55,2,1,1,125449.47,3,PLATINUM,625
651,France,Female,39,8,0,1,1,0,137452.57,3,DIAMOND,956
530,France,Female,55,4,120905.03,1,0,1,123475.88,5,DIAMOND,746
815,Spain,Female,57,5,0,3,0,0,38941.44,4,SILVER,693
715,Germany,Female,34,9,102277.52,1,0,0,177852.57,2,SILVER,338
496,Germany,Female,55,4,125292.53,1,1,1,31532.96,1,DIAMOND,726
680,Spain,Male,42,0,0,1,1,0,136377.21,3,DIAMOND,821
646,France,Female,51,4,101629.3,1,0,0,130541.1,5,SILVER,639
807,Germany,Male,47,1,171937.27,1,1,1,65636.92,4,SILVER,809
727,France,Male,47,7,0,2,1,0,193305.35,4,PLATINUM,284
787,France,Male,25,5,0,2,1,0,47307.9,4,DIAMOND,754
806,France,Male,34,6,0,2,0,0,100809.99,3,SILVER,780
603,France,Male,31,1,129743.75,1,1,0,109145.2,1,PLATINUM,664
649,Spain,Male,32,1,0,1,0,1,91167.19,5,SILVER,373
547,Germany,Male,41,3,151191.31,1,1,0,175295.89,2,SILVER,945
684,Germany,Male,32,3,102630.13,2,1,1,127433.47,2,DIAMOND,684
477,France,Female,57,9,114023.64,2,1,1,71167.17,3,GOLD,523
558,Germany,Male,41,2,124227.14,1,1,1,111184.67,3,SILVER,476
695,France,Female,23,1,0,2,1,1,141756.32,1,GOLD,596
592,Spain,Male,35,6,80285.16,1,1,0,72678.75,5,DIAMOND,653
789,France,Male,31,4,175477.15,1,1,1,172832.9,1,DIAMOND,702
597,France,Female,29,1,132144.35,1,1,0,158086.33,1,DIAMOND,718
839,Germany,Male,47,2,136911.07,1,1,1,168184.62,3,DIAMOND,674
405,Germany,Male,31,5,133299.67,2,1,1,72950.14,3,SILVER,634
658,France,Male,39,7,0,2,1,0,48378.4,4,DIAMOND,850
684,Germany,Male,42,1,117691,1,1,1,23135.65,5,DIAMOND,653
633,France,Male,35,10,0,2,1,0,65675.47,1,DIAMOND,898
589,France,Male,46,9,0,2,1,0,170676.67,1,GOLD,449
750,Germany,Female,37,1,133199.71,2,1,1,27366.77,4,PLATINUM,959
771,Spain,Male,51,5,135506.58,3,1,1,152479.64,5,SILVER,853
812,Germany,Male,33,2,127154.14,2,0,1,105383.49,1,SILVER,344
539,Spain,Male,39,2,0,2,1,1,48189.94,4,GOLD,457
670,Germany,Female,42,5,49508.79,3,1,1,100324.01,4,PLATINUM,229
673,France,Male,41,5,0,1,1,1,65657.29,5,PLATINUM,458
538,France,Female,62,3,75051.49,1,0,0,17682.02,4,GOLD,424
575,Spain,Male,52,8,123925.23,1,0,0,111342.66,4,PLATINUM,650
682,France,Male,41,6,0,2,0,1,134158.09,1,DIAMOND,826
712,France,Male,33,3,153819.58,1,1,0,79176.09,3,GOLD,942
598,Spain,Female,39,5,0,2,1,1,83103.46,3,SILVER,926
776,Spain,Male,30,6,0,2,0,1,63908.86,2,GOLD,928
606,Spain,Female,23,10,70417.79,1,0,1,90896.04,4,DIAMOND,437
686,Spain,Male,38,7,111484.88,1,1,1,76076.2,4,DIAMOND,784
850,Spain,Male,38,1,146343.98,1,0,1,103902.11,4,GOLD,973
642,France,Male,72,1,160541,2,1,1,142223.94,5,SILVER,836
606,Germany,Male,27,2,130274.26,2,1,0,147533.09,5,GOLD,915
627,France,Female,21,7,98993.02,1,1,1,169156.64,4,DIAMOND,456
